subj,item,bin,variable,fix
15,46,1,d2,1
15,46,2,d2,1
15,46,3,d2,1
15,46,4,d2,0
15,46,5,d2,0
15,46,6,d2,0
15,46,7,d2,0
15,46,8,d2,0
15,46,9,d2,0
15,46,10,d2,0
15,46,11,d2,0
15,46,12,d2,0
15,46,13,d2,0
15,46,14,d2,0
15,46,15,d2,0
15,46,16,d2,0
15,46,17,d2,0
15,46,18,d2,0
15,46,19,d2,0
15,46,20,d2,0
15,46,21,d2,0
15,46,22,d2,0
15,47,1,d2,0
15,47,2,d2,0
15,47,3,d2,0
15,47,4,d2,1
15,47,5,d2,1
15,47,6,d2,1
15,47,7,d2,1
15,47,8,d2,0
15,47,9,d2,0
15,47,10,d2,0
15,47,11,d2,0
15,47,12,d2,0
15,47,13,d2,0
15,47,14,d2,0
15,47,15,d2,0
15,47,16,d2,0
15,47,17,d2,0
15,47,18,d2,1
15,47,19,d2,1
15,47,20,d2,1
15,47,21,d2,1
15,47,22,d2,1
15,48,1,d2,0
15,48,2,d2,0
15,48,3,d2,0
15,48,4,d2,0
15,48,5,d2,0
15,48,6,d2,0
15,48,7,d2,0
15,48,8,d2,0
15,48,9,d2,0
15,48,10,d2,1
15,48,11,d2,1
15,48,12,d2,0
15,48,13,d2,0
15,48,14,d2,0
15,48,15,d2,0
15,48,16,d2,0
15,48,17,d2,0
15,48,18,d2,0
15,48,19,d2,0
15,48,20,d2,0
15,48,21,d2,0
15,48,22,d2,0
15,49,1,d2,0
15,49,2,d2,0
15,49,3,d2,0
15,49,4,d2,0
15,49,5,d2,0
15,49,6,d2,0
15,49,7,d2,0
15,49,8,d2,0
15,49,9,d2,0
15,49,10,d2,0
15,49,11,d2,0
15,49,12,d2,0
15,49,13,d2,0
15,49,14,d2,0
15,49,15,d2,0
15,49,16,d2,0
15,49,17,d2,0
15,49,18,d2,0
15,49,19,d2,0
15,49,20,d2,0
15,49,21,d2,0
15,49,22,d2,1
15,50,1,d2,0
15,50,2,d2,0
15,50,3,d2,1
15,50,4,d2,1
15,50,5,d2,1
15,50,6,d2,1
15,50,7,d2,0
15,50,8,d2,0
15,50,9,d2,0
15,50,10,d2,0
15,50,11,d2,0
15,50,12,d2,0
15,50,13,d2,0
15,50,14,d2,0
15,50,15,d2,0
15,50,16,d2,0
15,50,17,d2,0
15,50,18,d2,0
15,50,19,d2,0
15,50,20,d2,0
15,50,21,d2,0
15,50,22,d2,0
15,51,1,d2,0
15,51,2,d2,0
15,51,3,d2,0
15,51,4,d2,0
15,51,5,d2,0
15,51,6,d2,1
15,51,7,d2,1
15,51,8,d2,1
15,51,9,d2,1
15,51,10,d2,0
15,51,11,d2,0
15,51,12,d2,0
15,51,13,d2,0
15,51,14,d2,0
15,51,15,d2,0
15,51,16,d2,0
15,51,17,d2,0
15,51,18,d2,1
15,51,19,d2,1
15,51,20,d2,0
15,51,21,d2,0
15,51,22,d2,0
15,52,1,d2,0
15,52,2,d2,0
15,52,3,d2,0
15,52,4,d2,0
15,52,5,d2,0
15,52,6,d2,0
15,52,7,d2,0
15,52,8,d2,0
15,52,9,d2,0
15,52,10,d2,0
15,52,11,d2,1
15,52,12,d2,1
15,52,13,d2,1
15,52,14,d2,1
15,52,15,d2,0
15,52,16,d2,0
15,52,17,d2,0
15,52,18,d2,0
15,52,19,d2,0
15,52,20,d2,0
15,52,21,d2,0
15,52,22,d2,0
16,27,1,d2,0
16,27,2,d2,0
16,27,3,d2,0
16,27,4,d2,0
16,27,5,d2,0
16,27,6,d2,1
16,27,7,d2,1
16,27,8,d2,1
16,27,9,d2,1
16,27,10,d2,0
16,27,11,d2,0
16,27,12,d2,0
16,27,13,d2,0
16,27,14,d2,0
16,27,15,d2,0
16,27,16,d2,0
16,27,17,d2,0
16,27,18,d2,0
16,27,19,d2,0
16,27,20,d2,0
16,27,21,d2,0
16,27,22,d2,0
16,28,1,d2,1
16,28,2,d2,1
16,28,3,d2,1
16,28,4,d2,1
16,28,5,d2,1
16,28,6,d2,0
16,28,7,d2,0
16,28,8,d2,0
16,28,9,d2,0
16,28,10,d2,0
16,28,11,d2,0
16,28,12,d2,0
16,28,13,d2,0
16,28,14,d2,0
16,28,15,d2,0
16,28,16,d2,0
16,28,17,d2,0
16,28,18,d2,0
16,28,19,d2,0
16,28,20,d2,1
16,28,21,d2,1
16,28,22,d2,1
16,29,1,d2,0
16,29,2,d2,0
16,29,3,d2,0
16,29,4,d2,0
16,29,5,d2,0
16,29,6,d2,0
16,29,7,d2,1
16,29,8,d2,1
16,29,9,d2,1
16,29,10,d2,1
16,29,11,d2,1
16,29,12,d2,0
16,29,13,d2,0
16,29,14,d2,0
16,29,15,d2,0
16,29,16,d2,0
16,29,17,d2,0
16,29,18,d2,0
16,29,19,d2,0
16,29,20,d2,0
16,29,21,d2,0
16,29,22,d2,0
16,30,1,d2,0
16,30,2,d2,0
16,30,3,d2,0
16,30,4,d2,0
16,30,5,d2,0
16,30,6,d2,0
16,30,7,d2,0
16,30,8,d2,0
16,30,9,d2,0
16,30,10,d2,0
16,30,11,d2,0
16,30,12,d2,0
16,30,13,d2,0
16,30,14,d2,0
16,30,15,d2,0
16,30,16,d2,0
16,30,17,d2,0
16,30,18,d2,0
16,30,19,d2,0
16,30,20,d2,0
16,30,21,d2,0
16,30,22,d2,0
16,31,1,d2,0
16,31,2,d2,0
16,31,3,d2,0
16,31,4,d2,0
16,31,5,d2,0
16,31,6,d2,0
16,31,7,d2,0
16,31,8,d2,0
16,31,9,d2,0
16,31,10,d2,0
16,31,11,d2,1
16,31,12,d2,1
16,31,13,d2,1
16,31,14,d2,1
16,31,15,d2,1
16,31,16,d2,1
16,31,17,d2,1
16,31,18,d2,1
16,31,19,d2,1
16,31,20,d2,1
16,31,21,d2,1
16,31,22,d2,1
16,32,1,d2,0
16,32,2,d2,0
16,32,3,d2,0
16,32,4,d2,0
16,32,5,d2,0
16,32,6,d2,0
16,32,7,d2,0
16,32,8,d2,0
16,32,9,d2,0
16,32,10,d2,0
16,32,11,d2,1
16,32,12,d2,1
16,32,13,d2,1
16,32,14,d2,1
16,32,15,d2,1
16,32,16,d2,1
16,32,17,d2,0
16,32,18,d2,0
16,32,19,d2,0
16,32,20,d2,0
16,32,21,d2,0
16,32,22,d2,0
16,33,1,d2,0
16,33,2,d2,0
16,33,3,d2,0
16,33,4,d2,1
16,33,5,d2,1
16,33,6,d2,1
16,33,7,d2,0
16,33,8,d2,0
16,33,9,d2,0
16,33,10,d2,1
16,33,11,d2,1
16,33,12,d2,1
16,33,13,d2,0
16,33,14,d2,0
16,33,15,d2,0
16,33,16,d2,0
16,33,17,d2,0
16,33,18,d2,0
16,33,19,d2,0
16,33,20,d2,0
16,33,21,d2,0
16,33,22,d2,0
16,34,1,d2,0
16,34,2,d2,0
16,34,3,d2,0
16,34,4,d2,0
16,34,5,d2,0
16,34,6,d2,0
16,34,7,d2,0
16,34,8,d2,1
16,34,9,d2,1
16,34,10,d2,1
16,34,11,d2,1
16,34,12,d2,1
16,34,13,d2,1
16,34,14,d2,1
16,34,15,d2,1
16,34,16,d2,1
16,34,17,d2,1
16,34,18,d2,0
16,34,19,d2,0
16,34,20,d2,0
16,34,21,d2,0
16,34,22,d2,0
16,35,1,d2,1
16,35,2,d2,1
16,35,3,d2,1
16,35,4,d2,1
16,35,5,d2,1
16,35,6,d2,0
16,35,7,d2,0
16,35,8,d2,0
16,35,9,d2,0
16,35,10,d2,0
16,35,11,d2,0
16,35,12,d2,0
16,35,13,d2,0
16,35,14,d2,0
16,35,15,d2,0
16,35,16,d2,0
16,35,17,d2,0
16,35,18,d2,0
16,35,19,d2,0
16,35,20,d2,0
16,35,21,d2,0
16,35,22,d2,1
16,36,1,d2,0
16,36,2,d2,0
16,36,3,d2,0
16,36,4,d2,0
16,36,5,d2,0
16,36,6,d2,0
16,36,7,d2,0
16,36,8,d2,0
16,36,9,d2,0
16,36,10,d2,0
16,36,11,d2,0
16,36,12,d2,1
16,36,13,d2,1
16,36,14,d2,1
16,36,15,d2,1
16,36,16,d2,1
16,36,17,d2,1
16,36,18,d2,1
16,36,19,d2,1
16,36,20,d2,0
16,36,21,d2,0
16,36,22,d2,0
16,37,1,d2,0
16,37,2,d2,0
16,37,3,d2,0
16,37,4,d2,0
16,37,5,d2,0
16,37,6,d2,0
16,37,7,d2,0
16,37,8,d2,1
16,37,9,d2,1
16,37,10,d2,0
16,37,11,d2,0
16,37,12,d2,0
16,37,13,d2,0
16,37,14,d2,0
16,37,15,d2,0
16,37,16,d2,0
16,37,17,d2,1
16,37,18,d2,1
16,37,19,d2,1
16,37,20,d2,0
16,37,21,d2,0
16,37,22,d2,0
16,38,1,d2,0
16,38,2,d2,0
16,38,3,d2,0
16,38,4,d2,0
16,38,5,d2,0
16,38,6,d2,0
16,38,7,d2,0
16,38,8,d2,0
16,38,9,d2,0
16,38,10,d2,0
16,38,11,d2,0
16,38,12,d2,0
16,38,13,d2,0
16,38,14,d2,0
16,38,15,d2,0
16,38,16,d2,0
16,38,17,d2,0
16,38,18,d2,0
16,38,19,d2,1
16,38,20,d2,1
16,38,21,d2,1
16,38,22,d2,1
16,39,1,d2,0
16,39,2,d2,0
16,39,3,d2,0
16,39,4,d2,0
16,39,5,d2,1
16,39,6,d2,1
16,39,7,d2,1
16,39,8,d2,1
16,39,9,d2,1
16,39,10,d2,1
16,39,11,d2,1
16,39,12,d2,1
16,39,13,d2,1
16,39,14,d2,0
16,39,15,d2,0
16,39,16,d2,0
16,39,17,d2,0
16,39,18,d2,0
16,39,19,d2,0
16,39,20,d2,0
16,39,21,d2,0
16,39,22,d2,0
16,40,1,d2,1
16,40,2,d2,1
16,40,3,d2,1
16,40,4,d2,1
16,40,5,d2,1
16,40,6,d2,1
16,40,7,d2,1
16,40,8,d2,1
16,40,9,d2,1
16,40,10,d2,1
16,40,11,d2,1
16,40,12,d2,1
16,40,13,d2,0
16,40,14,d2,0
16,40,15,d2,0
16,40,16,d2,0
16,40,17,d2,0
16,40,18,d2,0
16,40,19,d2,0
16,40,20,d2,0
16,40,21,d2,0
16,40,22,d2,0
16,41,1,d2,0
16,41,2,d2,0
16,41,3,d2,0
16,41,4,d2,0
16,41,5,d2,0
16,41,6,d2,0
16,41,7,d2,0
16,41,8,d2,0
16,41,9,d2,1
16,41,10,d2,1
16,41,11,d2,1
16,41,12,d2,1
16,41,13,d2,1
16,41,14,d2,0
16,41,15,d2,0
16,41,16,d2,0
16,41,17,d2,0
16,41,18,d2,1
16,41,19,d2,1
16,41,20,d2,1
16,41,21,d2,1
16,41,22,d2,0
16,42,1,d2,0
16,42,2,d2,0
16,42,3,d2,0
16,42,4,d2,0
16,42,5,d2,0
16,42,6,d2,0
16,42,7,d2,0
16,42,8,d2,0
16,42,9,d2,0
16,42,10,d2,0
16,42,11,d2,0
16,42,12,d2,0
16,42,13,d2,0
16,42,14,d2,0
16,42,15,d2,0
16,42,16,d2,0
16,42,17,d2,0
16,42,18,d2,0
16,42,19,d2,0
16,42,20,d2,0
16,42,21,d2,0
16,42,22,d2,0
16,43,1,d2,0
16,43,2,d2,0
16,43,3,d2,0
16,43,4,d2,1
16,43,5,d2,1
16,43,6,d2,1
16,43,7,d2,1
16,43,8,d2,1
16,43,9,d2,0
16,43,10,d2,0
16,43,11,d2,0
16,43,12,d2,0
16,43,13,d2,0
16,43,14,d2,0
16,43,15,d2,0
16,43,16,d2,0
16,43,17,d2,0
16,43,18,d2,0
16,43,19,d2,0
16,43,20,d2,0
16,43,21,d2,0
16,43,22,d2,0
16,44,1,d2,1
16,44,2,d2,1
16,44,3,d2,1
16,44,4,d2,1
16,44,5,d2,1
16,44,6,d2,0
16,44,7,d2,0
16,44,8,d2,0
16,44,9,d2,0
16,44,10,d2,0
16,44,11,d2,0
16,44,12,d2,0
16,44,13,d2,0
16,44,14,d2,0
16,44,15,d2,0
16,44,16,d2,0
16,44,17,d2,0
16,44,18,d2,0
16,44,19,d2,0
16,44,20,d2,0
16,44,21,d2,0
16,44,22,d2,0
16,45,1,d2,0
16,45,2,d2,0
16,45,3,d2,0
16,45,4,d2,0
16,45,5,d2,0
16,45,6,d2,0
16,45,7,d2,0
16,45,8,d2,0
16,45,9,d2,0
16,45,10,d2,0
16,45,11,d2,0
16,45,12,d2,1
16,45,13,d2,1
16,45,14,d2,1
16,45,15,d2,1
16,45,16,d2,1
16,45,17,d2,0
16,45,18,d2,0
16,45,19,d2,0
16,45,20,d2,1
16,45,21,d2,1
16,45,22,d2,1
16,46,1,d2,0
16,46,2,d2,0
16,46,3,d2,0
16,46,4,d2,0
16,46,5,d2,0
16,46,6,d2,0
16,46,7,d2,0
16,46,8,d2,0
16,46,9,d2,0
16,46,10,d2,0
16,46,11,d2,0
16,46,12,d2,0
16,46,13,d2,0
16,46,14,d2,0
16,46,15,d2,0
16,46,16,d2,0
16,46,17,d2,0
16,46,18,d2,0
16,46,19,d2,0
16,46,20,d2,0
16,46,21,d2,0
16,46,22,d2,0
16,47,1,d2,0
16,47,2,d2,0
16,47,3,d2,0
16,47,4,d2,0
16,47,5,d2,0
16,47,6,d2,0
16,47,7,d2,0
16,47,8,d2,0
16,47,9,d2,0
16,47,10,d2,0
16,47,11,d2,0
16,47,12,d2,0
16,47,13,d2,0
16,47,14,d2,0
16,47,15,d2,0
16,47,16,d2,0
16,47,17,d2,1
16,47,18,d2,1
16,47,19,d2,1
16,47,20,d2,1
16,47,21,d2,1
16,47,22,d2,1
16,48,1,d2,0
16,48,2,d2,0
16,48,3,d2,0
16,48,4,d2,0
16,48,5,d2,0
16,48,6,d2,0
16,48,7,d2,0
16,48,8,d2,0
16,48,9,d2,0
16,48,10,d2,0
16,48,11,d2,0
16,48,12,d2,0
16,48,13,d2,0
16,48,14,d2,0
16,48,15,d2,0
16,48,16,d2,0
16,48,17,d2,0
16,48,18,d2,0
16,48,19,d2,0
16,48,20,d2,0
16,48,21,d2,0
16,48,22,d2,0
16,49,1,d2,0
16,49,2,d2,0
16,49,3,d2,0
16,49,4,d2,0
16,49,5,d2,0
16,49,6,d2,0
16,49,7,d2,0
16,49,8,d2,0
16,49,9,d2,0
16,49,10,d2,0
16,49,11,d2,0
16,49,12,d2,0
16,49,13,d2,0
16,49,14,d2,0
16,49,15,d2,0
16,49,16,d2,0
16,49,17,d2,0
16,49,18,d2,0
16,49,19,d2,0
16,49,20,d2,0
16,49,21,d2,0
16,49,22,d2,0
16,50,1,d2,0
16,50,2,d2,0
16,50,3,d2,0
16,50,4,d2,0
16,50,5,d2,0
16,50,6,d2,0
16,50,7,d2,0
16,50,8,d2,0
16,50,9,d2,1
16,50,10,d2,1
16,50,11,d2,1
16,50,12,d2,1
16,50,13,d2,1
16,50,14,d2,1
16,50,15,d2,1
16,50,16,d2,1
16,50,17,d2,0
16,50,18,d2,0
16,50,19,d2,0
16,50,20,d2,0
16,50,21,d2,0
16,50,22,d2,0
16,51,1,d2,1
16,51,2,d2,1
16,51,3,d2,1
16,51,4,d2,1
16,51,5,d2,1
16,51,6,d2,1
16,51,7,d2,1
16,51,8,d2,0
16,51,9,d2,0
16,51,10,d2,0
16,51,11,d2,0
16,51,12,d2,0
16,51,13,d2,0
16,51,14,d2,0
16,51,15,d2,0
16,51,16,d2,0
16,51,17,d2,0
16,51,18,d2,0
16,51,19,d2,0
16,51,20,d2,0
16,51,21,d2,0
16,51,22,d2,0
16,52,1,d2,1
16,52,2,d2,1
16,52,3,d2,1
16,52,4,d2,0
16,52,5,d2,0
16,52,6,d2,0
16,52,7,d2,0
16,52,8,d2,0
16,52,9,d2,0
16,52,10,d2,0
16,52,11,d2,0
16,52,12,d2,0
16,52,13,d2,0
16,52,14,d2,0
16,52,15,d2,0
16,52,16,d2,0
16,52,17,d2,1
16,52,18,d2,1
16,52,19,d2,1
16,52,20,d2,1
16,52,21,d2,0
16,52,22,d2,0
17,27,1,d2,0
17,27,2,d2,0
17,27,3,d2,0
17,27,4,d2,0
17,27,5,d2,0
17,27,6,d2,0
17,27,7,d2,0
17,27,8,d2,1
17,27,9,d2,1
17,27,10,d2,1
17,27,11,d2,0
17,27,12,d2,0
17,27,13,d2,0
17,27,14,d2,0
17,27,15,d2,0
17,27,16,d2,0
17,27,17,d2,0
17,27,18,d2,0
17,27,19,d2,0
17,27,20,d2,0
17,27,21,d2,0
17,27,22,d2,0
17,28,1,d2,1
17,28,2,d2,1
17,28,3,d2,0
17,28,4,d2,0
17,28,5,d2,0
17,28,6,d2,0
17,28,7,d2,0
17,28,8,d2,0
17,28,9,d2,0
17,28,10,d2,0
17,28,11,d2,0
17,28,12,d2,0
17,28,13,d2,0
17,28,14,d2,0
17,28,15,d2,0
17,28,16,d2,0
17,28,17,d2,0
17,28,18,d2,0
17,28,19,d2,0
17,28,20,d2,0
17,28,21,d2,0
17,28,22,d2,0
17,29,1,d2,0
17,29,2,d2,0
17,29,3,d2,0
17,29,4,d2,0
17,29,5,d2,0
17,29,6,d2,0
17,29,7,d2,0
17,29,8,d2,0
17,29,9,d2,0
17,29,10,d2,0
17,29,11,d2,0
17,29,12,d2,0
17,29,13,d2,0
17,29,14,d2,0
17,29,15,d2,0
17,29,16,d2,0
17,29,17,d2,0
17,29,18,d2,0
17,29,19,d2,0
17,29,20,d2,0
17,29,21,d2,0
17,29,22,d2,0
17,30,1,d2,0
17,30,2,d2,0
17,30,3,d2,0
17,30,4,d2,0
17,30,5,d2,0
17,30,6,d2,0
17,30,7,d2,0
17,30,8,d2,0
17,30,9,d2,0
17,30,10,d2,0
17,30,11,d2,0
17,30,12,d2,0
17,30,13,d2,0
17,30,14,d2,0
17,30,15,d2,0
17,30,16,d2,0
17,30,17,d2,0
17,30,18,d2,0
17,30,19,d2,0
17,30,20,d2,0
17,30,21,d2,0
17,30,22,d2,0
17,31,1,d2,1
17,31,2,d2,1
17,31,3,d2,1
17,31,4,d2,0
17,31,5,d2,0
17,31,6,d2,0
17,31,7,d2,0
17,31,8,d2,0
17,31,9,d2,0
17,31,10,d2,0
17,31,11,d2,0
17,31,12,d2,0
17,31,13,d2,0
17,31,14,d2,0
17,31,15,d2,0
17,31,16,d2,0
17,31,17,d2,0
17,31,18,d2,0
17,31,19,d2,0
17,31,20,d2,0
17,31,21,d2,0
17,31,22,d2,0
17,32,1,d2,0
17,32,2,d2,1
17,32,3,d2,1
17,32,4,d2,0
17,32,5,d2,0
17,32,6,d2,0
17,32,7,d2,0
17,32,8,d2,0
17,32,9,d2,0
17,32,10,d2,0
17,32,11,d2,0
17,32,12,d2,0
17,32,13,d2,0
17,32,14,d2,0
17,32,15,d2,0
17,32,16,d2,0
17,32,17,d2,1
17,32,18,d2,1
17,32,19,d2,1
17,32,20,d2,1
17,32,21,d2,1
17,32,22,d2,1
17,33,1,d2,0
17,33,2,d2,0
17,33,3,d2,0
17,33,4,d2,0
17,33,5,d2,0
17,33,6,d2,1
17,33,7,d2,1
17,33,8,d2,1
17,33,9,d2,1
17,33,10,d2,0
17,33,11,d2,0
17,33,12,d2,0
17,33,13,d2,0
17,33,14,d2,0
17,33,15,d2,0
17,33,16,d2,0
17,33,17,d2,0
17,33,18,d2,0
17,33,19,d2,0
17,33,20,d2,0
17,33,21,d2,0
17,33,22,d2,0
17,34,1,d2,0
17,34,2,d2,0
17,34,3,d2,0
17,34,4,d2,0
17,34,5,d2,0
17,34,6,d2,0
17,34,7,d2,0
17,34,8,d2,0
17,34,9,d2,0
17,34,10,d2,0
17,34,11,d2,0
17,34,12,d2,0
17,34,13,d2,0
17,34,14,d2,0
17,34,15,d2,0
17,34,16,d2,0
17,34,17,d2,0
17,34,18,d2,0
17,34,19,d2,0
17,34,20,d2,0
17,34,21,d2,0
17,34,22,d2,0
17,35,1,d2,1
17,35,2,d2,1
17,35,3,d2,1
17,35,4,d2,1
17,35,5,d2,1
17,35,6,d2,1
17,35,7,d2,0
17,35,8,d2,0
17,35,9,d2,0
17,35,10,d2,0
17,35,11,d2,0
17,35,12,d2,0
17,35,13,d2,0
17,35,14,d2,0
17,35,15,d2,0
17,35,16,d2,0
17,35,17,d2,0
17,35,18,d2,0
17,35,19,d2,0
17,35,20,d2,1
17,35,21,d2,1
17,35,22,d2,1
17,36,1,d2,0
17,36,2,d2,0
17,36,3,d2,0
17,36,4,d2,0
17,36,5,d2,0
17,36,6,d2,0
17,36,7,d2,0
17,36,8,d2,0
17,36,9,d2,0
17,36,10,d2,0
17,36,11,d2,0
17,36,12,d2,0
17,36,13,d2,0
17,36,14,d2,0
17,36,15,d2,0
17,36,16,d2,0
17,36,17,d2,0
17,36,18,d2,0
17,36,19,d2,0
17,36,20,d2,0
17,36,21,d2,0
17,36,22,d2,0
17,37,1,d2,0
17,37,2,d2,0
17,37,3,d2,0
17,37,4,d2,0
17,37,5,d2,0
17,37,6,d2,1
17,37,7,d2,1
17,37,8,d2,0
17,37,9,d2,0
17,37,10,d2,0
17,37,11,d2,0
17,37,12,d2,0
17,37,13,d2,0
17,37,14,d2,0
17,37,15,d2,0
17,37,16,d2,0
17,37,17,d2,0
17,37,18,d2,0
17,37,19,d2,0
17,37,20,d2,0
17,37,21,d2,0
17,37,22,d2,0
17,38,1,d2,0
17,38,2,d2,0
17,38,3,d2,0
17,38,4,d2,0
17,38,5,d2,0
17,38,6,d2,0
17,38,7,d2,0
17,38,8,d2,0
17,38,9,d2,0
17,38,10,d2,0
17,38,11,d2,0
17,38,12,d2,0
17,38,13,d2,0
17,38,14,d2,0
17,38,15,d2,0
17,38,16,d2,0
17,38,17,d2,0
17,38,18,d2,0
17,38,19,d2,0
17,38,20,d2,0
17,38,21,d2,0
17,38,22,d2,0
17,39,1,d2,0
17,39,2,d2,1
17,39,3,d2,1
17,39,4,d2,1
17,39,5,d2,0
17,39,6,d2,0
17,39,7,d2,0
17,39,8,d2,0
17,39,9,d2,0
17,39,10,d2,0
17,39,11,d2,0
17,39,12,d2,0
17,39,13,d2,0
17,39,14,d2,0
17,39,15,d2,0
17,39,16,d2,0
17,39,17,d2,0
17,39,18,d2,0
17,39,19,d2,0
17,39,20,d2,0
17,39,21,d2,0
17,39,22,d2,0
17,40,1,d2,0
17,40,2,d2,0
17,40,3,d2,0
17,40,4,d2,0
17,40,5,d2,0
17,40,6,d2,0
17,40,7,d2,0
17,40,8,d2,0
17,40,9,d2,0
17,40,10,d2,0
17,40,11,d2,0
17,40,12,d2,0
17,40,13,d2,0
17,40,14,d2,0
17,40,15,d2,0
17,40,16,d2,0
17,40,17,d2,0
17,40,18,d2,0
17,40,19,d2,0
17,40,20,d2,0
17,40,21,d2,0
17,40,22,d2,0
17,41,1,d2,0
17,41,2,d2,0
17,41,3,d2,0
17,41,4,d2,0
17,41,5,d2,0
17,41,6,d2,0
17,41,7,d2,0
17,41,8,d2,0
17,41,9,d2,0
17,41,10,d2,0
17,41,11,d2,0
17,41,12,d2,0
17,41,13,d2,0
17,41,14,d2,0
17,41,15,d2,0
17,41,16,d2,0
17,41,17,d2,0
17,41,18,d2,0
17,41,19,d2,0
17,41,20,d2,0
17,41,21,d2,0
17,41,22,d2,0
17,42,1,d2,0
17,42,2,d2,0
17,42,3,d2,0
17,42,4,d2,1
17,42,5,d2,1
17,42,6,d2,1
17,42,7,d2,0
17,42,8,d2,0
17,42,9,d2,0
17,42,10,d2,0
17,42,11,d2,0
17,42,12,d2,0
17,42,13,d2,0
17,42,14,d2,0
17,42,15,d2,0
17,42,16,d2,0
17,42,17,d2,0
17,42,18,d2,0
17,42,19,d2,0
17,42,20,d2,0
17,42,21,d2,0
17,42,22,d2,0
17,43,1,d2,0
17,43,2,d2,0
17,43,3,d2,0
17,43,4,d2,0
17,43,5,d2,0
17,43,6,d2,1
17,43,7,d2,1
17,43,8,d2,1
17,43,9,d2,1
17,43,10,d2,0
17,43,11,d2,0
17,43,12,d2,0
17,43,13,d2,0
17,43,14,d2,0
17,43,15,d2,0
17,43,16,d2,0
17,43,17,d2,0
17,43,18,d2,0
17,43,19,d2,0
17,43,20,d2,0
17,43,21,d2,0
17,43,22,d2,0
17,44,1,d2,0
17,44,2,d2,0
17,44,3,d2,0
17,44,4,d2,0
17,44,5,d2,0
17,44,6,d2,0
17,44,7,d2,0
17,44,8,d2,0
17,44,9,d2,0
17,44,10,d2,0
17,44,11,d2,0
17,44,12,d2,0
17,44,13,d2,0
17,44,14,d2,0
17,44,15,d2,0
17,44,16,d2,0
17,44,17,d2,0
17,44,18,d2,0
17,44,19,d2,0
17,44,20,d2,0
17,44,21,d2,0
17,44,22,d2,0
17,45,1,d2,1
17,45,2,d2,1
17,45,3,d2,1
17,45,4,d2,0
17,45,5,d2,0
17,45,6,d2,0
17,45,7,d2,0
17,45,8,d2,0
17,45,9,d2,0
17,45,10,d2,0
17,45,11,d2,0
17,45,12,d2,0
17,45,13,d2,0
17,45,14,d2,0
17,45,15,d2,0
17,45,16,d2,0
17,45,17,d2,0
17,45,18,d2,0
17,45,19,d2,0
17,45,20,d2,0
17,45,21,d2,0
17,45,22,d2,0
17,46,1,d2,0
17,46,2,d2,0
17,46,3,d2,0
17,46,4,d2,0
17,46,5,d2,0
17,46,6,d2,0
17,46,7,d2,0
17,46,8,d2,0
17,46,9,d2,0
17,46,10,d2,0
17,46,11,d2,0
17,46,12,d2,0
17,46,13,d2,0
17,46,14,d2,0
17,46,15,d2,0
17,46,16,d2,0
17,46,17,d2,0
17,46,18,d2,0
17,46,19,d2,0
17,46,20,d2,0
17,46,21,d2,0
17,46,22,d2,0
17,47,1,d2,0
17,47,2,d2,0
17,47,3,d2,0
17,47,4,d2,0
17,47,5,d2,0
17,47,6,d2,0
17,47,7,d2,0
17,47,8,d2,0
17,47,9,d2,0
17,47,10,d2,0
17,47,11,d2,0
17,47,12,d2,0
17,47,13,d2,0
17,47,14,d2,1
17,47,15,d2,1
17,47,16,d2,1
17,47,17,d2,1
17,47,18,d2,1
17,47,19,d2,1
17,47,20,d2,1
17,47,21,d2,1
17,47,22,d2,0
17,48,1,d2,0
17,48,2,d2,0
17,48,3,d2,0
17,48,4,d2,0
17,48,5,d2,0
17,48,6,d2,0
17,48,7,d2,0
17,48,8,d2,1
17,48,9,d2,1
17,48,10,d2,0
17,48,11,d2,0
17,48,12,d2,0
17,48,13,d2,0
17,48,14,d2,0
17,48,15,d2,0
17,48,16,d2,0
17,48,17,d2,0
17,48,18,d2,0
17,48,19,d2,0
17,48,20,d2,0
17,48,21,d2,0
17,48,22,d2,0
17,49,1,d2,1
17,49,2,d2,1
17,49,3,d2,0
17,49,4,d2,0
17,49,5,d2,0
17,49,6,d2,0
17,49,7,d2,0
17,49,8,d2,0
17,49,9,d2,0
17,49,10,d2,1
17,49,11,d2,1
17,49,12,d2,1
17,49,13,d2,1
17,49,14,d2,1
17,49,15,d2,1
17,49,16,d2,1
17,49,17,d2,0
17,49,18,d2,0
17,49,19,d2,0
17,49,20,d2,0
17,49,21,d2,0
17,49,22,d2,0
17,50,1,d2,0
17,50,2,d2,0
17,50,3,d2,0
17,50,4,d2,1
17,50,5,d2,1
17,50,6,d2,0
17,50,7,d2,0
17,50,8,d2,0
17,50,9,d2,0
17,50,10,d2,0
17,50,11,d2,1
17,50,12,d2,1
17,50,13,d2,1
17,50,14,d2,1
17,50,15,d2,1
17,50,16,d2,1
17,50,17,d2,1
17,50,18,d2,1
17,50,19,d2,1
17,50,20,d2,1
17,50,21,d2,1
17,50,22,d2,1
17,51,1,d2,1
17,51,2,d2,1
17,51,3,d2,1
17,51,4,d2,1
17,51,5,d2,1
17,51,6,d2,1
17,51,7,d2,1
17,51,8,d2,1
17,51,9,d2,1
17,51,10,d2,0
17,51,11,d2,0
17,51,12,d2,0
17,51,13,d2,0
17,51,14,d2,0
17,51,15,d2,0
17,51,16,d2,0
17,51,17,d2,0
