subj,item,bin,variable,fix
22,44,19,target,1
22,44,20,target,1
22,44,21,target,1
22,44,22,target,1
22,45,1,target,0
22,45,2,target,0
22,45,3,target,1
22,45,4,target,1
22,45,5,target,1
22,45,6,target,1
22,45,7,target,1
22,45,8,target,0
22,45,9,target,0
22,45,10,target,0
22,45,11,target,1
22,45,12,target,1
22,45,13,target,1
22,45,14,target,1
22,45,15,target,1
22,45,16,target,1
22,45,17,target,1
22,45,18,target,1
22,45,19,target,1
22,45,20,target,1
22,45,21,target,1
22,45,22,target,1
22,46,1,target,0
22,46,2,target,0
22,46,3,target,0
22,46,4,target,0
22,46,5,target,0
22,46,6,target,0
22,46,7,target,0
22,46,8,target,0
22,46,9,target,0
22,46,10,target,1
22,46,11,target,1
22,46,12,target,1
22,46,13,target,1
22,46,14,target,0
22,46,15,target,0
22,46,16,target,1
22,46,17,target,1
22,46,18,target,1
22,46,19,target,1
22,46,20,target,1
22,46,21,target,1
22,46,22,target,1
22,47,1,target,1
22,47,2,target,1
22,47,3,target,0
22,47,4,target,0
22,47,5,target,0
22,47,6,target,0
22,47,7,target,0
22,47,8,target,0
22,47,9,target,0
22,47,10,target,0
22,47,11,target,1
22,47,12,target,1
22,47,13,target,1
22,47,14,target,1
22,47,15,target,1
22,47,16,target,1
22,47,17,target,1
22,47,18,target,0
22,47,19,target,0
22,47,20,target,0
22,47,21,target,1
22,47,22,target,1
22,48,1,target,0
22,48,2,target,0
22,48,3,target,0
22,48,4,target,0
22,48,5,target,0
22,48,6,target,0
22,48,7,target,0
22,48,8,target,0
22,48,9,target,0
22,48,10,target,0
22,48,11,target,1
22,48,12,target,1
22,48,13,target,1
22,48,14,target,1
22,48,15,target,1
22,48,16,target,1
22,48,17,target,1
22,48,18,target,1
22,48,19,target,1
22,48,20,target,1
22,48,21,target,1
22,48,22,target,1
22,49,1,target,0
22,49,2,target,0
22,49,3,target,1
22,49,4,target,1
22,49,5,target,1
22,49,6,target,1
22,49,7,target,1
22,49,8,target,0
22,49,9,target,0
22,49,10,target,0
22,49,11,target,1
22,49,12,target,1
22,49,13,target,1
22,49,14,target,1
22,49,15,target,1
22,49,16,target,1
22,49,17,target,1
22,49,18,target,1
22,49,19,target,1
22,49,20,target,1
22,49,21,target,1
22,49,22,target,1
22,50,1,target,0
22,50,2,target,0
22,50,3,target,0
22,50,4,target,0
22,50,5,target,0
22,50,6,target,0
22,50,7,target,1
22,50,8,target,1
22,50,9,target,1
22,50,10,target,0
22,50,11,target,0
22,50,12,target,0
22,50,13,target,0
22,50,14,target,0
22,50,15,target,0
22,50,16,target,0
22,50,17,target,0
22,50,18,target,0
22,50,19,target,0
22,50,20,target,0
22,50,21,target,0
22,50,22,target,0
22,51,1,target,0
22,51,2,target,0
22,51,3,target,0
22,51,4,target,0
22,51,5,target,0
22,51,6,target,0
22,51,7,target,0
22,51,8,target,0
22,51,9,target,0
22,51,10,target,1
22,51,11,target,1
22,51,12,target,1
22,51,13,target,1
22,51,14,target,1
22,51,15,target,1
22,51,16,target,1
22,51,17,target,1
22,51,18,target,1
22,51,19,target,1
22,51,20,target,1
22,51,21,target,1
22,51,22,target,1
22,52,1,target,0
22,52,2,target,1
22,52,3,target,1
22,52,4,target,1
22,52,5,target,0
22,52,6,target,0
22,52,7,target,0
22,52,8,target,0
22,52,9,target,0
22,52,10,target,1
22,52,11,target,1
22,52,12,target,1
22,52,13,target,1
22,52,14,target,0
22,52,15,target,0
22,52,16,target,0
22,52,17,target,0
22,52,18,target,0
22,52,19,target,0
22,52,20,target,0
22,52,21,target,0
22,52,22,target,0
23,27,1,target,0
23,27,2,target,1
23,27,3,target,1
23,27,4,target,1
23,27,5,target,1
23,27,6,target,0
23,27,7,target,0
23,27,8,target,0
23,27,9,target,0
23,27,10,target,0
23,27,11,target,0
23,27,12,target,0
23,27,13,target,0
23,27,14,target,0
23,27,15,target,1
23,27,16,target,1
23,27,17,target,1
23,27,18,target,1
23,27,19,target,1
23,27,20,target,1
23,27,21,target,1
23,27,22,target,1
23,28,1,target,1
23,28,2,target,1
23,28,3,target,1
23,28,4,target,1
23,28,5,target,0
23,28,6,target,0
23,28,7,target,0
23,28,8,target,0
23,28,9,target,0
23,28,10,target,0
23,28,11,target,1
23,28,12,target,1
23,28,13,target,1
23,28,14,target,1
23,28,15,target,1
23,28,16,target,1
23,28,17,target,1
23,28,18,target,1
23,28,19,target,1
23,28,20,target,0
23,28,21,target,0
23,28,22,target,0
23,29,1,target,0
23,29,2,target,0
23,29,3,target,0
23,29,4,target,0
23,29,5,target,0
23,29,6,target,0
23,29,7,target,1
23,29,8,target,1
23,29,9,target,1
23,29,10,target,1
23,29,11,target,1
23,29,12,target,1
23,29,13,target,1
23,29,14,target,1
23,29,15,target,1
23,29,16,target,1
23,29,17,target,1
23,29,18,target,1
23,29,19,target,1
23,29,20,target,1
23,29,21,target,0
23,29,22,target,0
23,30,1,target,0
23,30,2,target,0
23,30,3,target,0
23,30,4,target,0
23,30,5,target,0
23,30,6,target,0
23,30,7,target,1
23,30,8,target,1
23,30,9,target,0
23,30,10,target,0
23,30,11,target,0
23,30,12,target,0
23,30,13,target,0
23,30,14,target,0
23,30,15,target,0
23,30,16,target,1
23,30,17,target,1
23,30,18,target,0
23,30,19,target,0
23,30,20,target,0
23,30,21,target,1
23,30,22,target,1
23,31,1,target,0
23,31,2,target,0
23,31,3,target,0
23,31,4,target,0
23,31,5,target,0
23,31,6,target,0
23,31,7,target,0
23,31,8,target,0
23,31,9,target,0
23,31,10,target,0
23,31,11,target,0
23,31,12,target,0
23,31,13,target,0
23,31,14,target,1
23,31,15,target,1
23,31,16,target,1
23,31,17,target,1
23,31,18,target,1
23,31,19,target,1
23,31,20,target,1
23,31,21,target,1
23,31,22,target,0
23,32,1,target,0
23,32,2,target,0
23,32,3,target,1
23,32,4,target,1
23,32,5,target,1
23,32,6,target,0
23,32,7,target,0
23,32,8,target,0
23,32,9,target,0
23,32,10,target,0
23,32,11,target,1
23,32,12,target,1
23,32,13,target,1
23,32,14,target,1
23,32,15,target,1
23,32,16,target,1
23,32,17,target,1
23,32,18,target,0
23,32,19,target,0
23,32,20,target,1
23,32,21,target,1
23,32,22,target,1
23,33,1,target,1
23,33,2,target,0
23,33,3,target,1
23,33,4,target,1
23,33,5,target,1
23,33,6,target,1
23,33,7,target,1
23,33,8,target,1
23,33,9,target,1
23,33,10,target,0
23,33,11,target,1
23,33,12,target,1
23,33,13,target,1
23,33,14,target,1
23,33,15,target,1
23,33,16,target,0
23,33,17,target,0
23,33,18,target,0
23,33,19,target,0
23,33,20,target,0
23,33,21,target,0
23,33,22,target,0
23,34,1,target,0
23,34,2,target,0
23,34,3,target,0
23,34,4,target,0
23,34,5,target,0
23,34,6,target,1
23,34,7,target,1
23,34,8,target,1
23,34,9,target,1
23,34,10,target,1
23,34,11,target,0
23,34,12,target,0
23,34,13,target,0
23,34,14,target,0
23,34,15,target,0
23,34,16,target,0
23,34,17,target,0
23,34,18,target,0
23,34,19,target,0
23,34,20,target,0
23,34,21,target,0
23,34,22,target,0
23,35,1,target,0
23,35,2,target,0
23,35,3,target,0
23,35,4,target,0
23,35,5,target,0
23,35,6,target,0
23,35,7,target,1
23,35,8,target,1
23,35,9,target,1
23,35,10,target,0
23,35,11,target,0
23,35,12,target,0
23,35,13,target,0
23,35,14,target,0
23,35,15,target,0
23,35,16,target,0
23,35,17,target,0
23,35,18,target,0
23,35,19,target,0
23,35,20,target,0
23,35,21,target,0
23,35,22,target,1
23,36,1,target,0
23,36,2,target,1
23,36,3,target,1
23,36,4,target,1
23,36,5,target,1
23,36,6,target,1
23,36,7,target,1
23,36,8,target,0
23,36,9,target,0
23,36,10,target,0
23,36,11,target,0
23,36,12,target,0
23,36,13,target,0
23,36,14,target,0
23,36,15,target,0
23,36,16,target,0
23,36,17,target,0
23,36,18,target,0
23,36,19,target,0
23,36,20,target,0
23,36,21,target,0
23,36,22,target,0
23,37,1,target,0
23,37,2,target,1
23,37,3,target,1
23,37,4,target,1
23,37,5,target,1
23,37,6,target,1
23,37,7,target,0
23,37,8,target,0
23,37,9,target,0
23,37,10,target,0
23,37,11,target,0
23,37,12,target,0
23,37,13,target,0
23,37,14,target,0
23,37,15,target,0
23,37,16,target,0
23,37,17,target,0
23,37,18,target,1
23,37,19,target,1
23,37,20,target,1
23,37,21,target,1
23,37,22,target,1
23,38,1,target,0
23,38,2,target,0
23,38,3,target,0
23,38,4,target,0
23,38,5,target,0
23,38,6,target,0
23,38,7,target,1
23,38,8,target,1
23,38,9,target,1
23,38,10,target,1
23,38,11,target,1
23,38,12,target,1
23,38,13,target,1
23,38,14,target,1
23,38,15,target,1
23,38,16,target,0
23,38,17,target,0
23,38,18,target,0
23,38,19,target,0
23,38,20,target,0
23,38,21,target,0
23,38,22,target,0
23,39,1,target,0
23,39,2,target,0
23,39,3,target,0
23,39,4,target,0
23,39,5,target,0
23,39,6,target,0
23,39,7,target,0
23,39,8,target,0
23,39,9,target,0
23,39,10,target,0
23,39,11,target,0
23,39,12,target,1
23,39,13,target,1
23,39,14,target,1
23,39,15,target,1
23,39,16,target,1
23,39,17,target,1
23,39,18,target,1
23,39,19,target,1
23,39,20,target,1
23,39,21,target,0
23,39,22,target,0
23,40,1,target,1
23,40,2,target,1
23,40,3,target,0
23,40,4,target,0
23,40,5,target,0
23,40,6,target,0
23,40,7,target,1
23,40,8,target,1
23,40,9,target,1
23,40,10,target,1
23,40,11,target,1
23,40,12,target,1
23,40,13,target,1
23,40,14,target,1
23,40,15,target,0
23,40,16,target,0
23,40,17,target,0
23,40,18,target,0
23,40,19,target,0
23,40,20,target,0
23,40,21,target,1
23,40,22,target,1
23,41,1,target,0
23,41,2,target,0
23,41,3,target,0
23,41,4,target,1
23,41,5,target,1
23,41,6,target,1
23,41,7,target,1
23,41,8,target,1
23,41,9,target,1
23,41,10,target,1
23,41,11,target,1
23,41,12,target,1
23,41,13,target,1
23,41,14,target,1
23,41,15,target,1
23,41,16,target,1
23,41,17,target,1
23,41,18,target,1
23,41,19,target,1
23,41,20,target,1
23,41,21,target,1
23,41,22,target,1
23,42,1,target,0
23,42,2,target,0
23,42,3,target,0
23,42,4,target,0
23,42,5,target,1
23,42,6,target,1
23,42,7,target,1
23,42,8,target,1
23,42,9,target,1
23,42,10,target,0
23,42,11,target,0
23,42,12,target,0
23,42,13,target,0
23,42,14,target,0
23,42,15,target,0
23,42,16,target,0
23,42,17,target,0
23,42,18,target,0
23,42,19,target,0
23,42,20,target,0
23,42,21,target,0
23,42,22,target,0
23,43,1,target,0
23,43,2,target,0
23,43,3,target,1
23,43,4,target,1
23,43,5,target,1
23,43,6,target,1
23,43,7,target,1
23,43,8,target,0
23,43,9,target,0
23,43,10,target,0
23,43,11,target,0
23,43,12,target,0
23,43,13,target,0
23,43,14,target,0
23,43,15,target,0
23,43,16,target,0
23,43,17,target,1
23,43,18,target,1
23,43,19,target,1
23,43,20,target,1
23,43,21,target,1
23,43,22,target,1
23,44,1,target,0
23,44,2,target,0
23,44,3,target,0
23,44,4,target,0
23,44,5,target,0
23,44,6,target,0
23,44,7,target,0
23,44,8,target,0
23,44,9,target,1
23,44,10,target,1
23,44,11,target,1
23,44,12,target,1
23,44,13,target,1
23,44,14,target,1
23,44,15,target,1
23,44,16,target,1
23,44,17,target,1
23,44,18,target,0
23,44,19,target,0
23,44,20,target,0
23,44,21,target,1
23,44,22,target,1
23,45,1,target,0
23,45,2,target,0
23,45,3,target,0
23,45,4,target,0
23,45,5,target,0
23,45,6,target,1
23,45,7,target,1
23,45,8,target,1
23,45,9,target,1
23,45,10,target,1
23,45,11,target,1
23,45,12,target,1
23,45,13,target,0
23,45,14,target,0
23,45,15,target,0
23,45,16,target,0
23,45,17,target,0
23,45,18,target,0
23,45,19,target,0
23,45,20,target,0
23,45,21,target,0
23,45,22,target,0
23,46,1,target,0
23,46,2,target,0
23,46,3,target,0
23,46,4,target,0
23,46,5,target,0
23,46,6,target,0
23,46,7,target,1
23,46,8,target,1
23,46,9,target,1
23,46,10,target,1
23,46,11,target,0
23,46,12,target,0
23,46,13,target,0
23,46,14,target,1
23,46,15,target,1
23,46,16,target,0
23,46,17,target,0
23,46,18,target,0
23,46,19,target,0
23,46,20,target,0
23,46,21,target,0
23,46,22,target,0
23,47,1,target,1
23,47,2,target,1
23,47,3,target,1
23,47,4,target,1
23,47,5,target,0
23,47,6,target,0
23,47,7,target,0
23,47,8,target,0
23,47,9,target,0
23,47,10,target,0
23,47,11,target,0
23,47,12,target,0
23,47,13,target,0
23,47,14,target,1
23,47,15,target,1
23,47,16,target,1
23,47,17,target,1
23,47,18,target,1
23,47,19,target,1
23,47,20,target,1
23,47,21,target,0
23,47,22,target,0
23,48,1,target,1
23,48,2,target,1
23,48,3,target,0
23,48,4,target,0
23,48,5,target,0
23,48,6,target,1
23,48,7,target,0
23,48,8,target,1
23,48,9,target,1
23,48,10,target,1
23,48,11,target,1
23,48,12,target,1
23,48,13,target,0
23,48,14,target,0
23,48,15,target,0
23,48,16,target,0
23,48,17,target,0
23,48,18,target,0
23,48,19,target,0
23,48,20,target,0
23,48,21,target,0
23,48,22,target,0
23,49,1,target,1
23,49,2,target,0
23,49,3,target,0
23,49,4,target,0
23,49,5,target,0
23,49,6,target,0
23,49,7,target,0
23,49,8,target,0
23,49,9,target,0
23,49,10,target,0
23,49,11,target,1
23,49,12,target,1
23,49,13,target,1
23,49,14,target,0
23,49,15,target,0
23,49,16,target,0
23,49,17,target,0
23,49,18,target,1
23,49,19,target,1
23,49,20,target,1
23,49,21,target,1
23,49,22,target,1
23,50,1,target,0
23,50,2,target,0
23,50,3,target,0
23,50,4,target,0
23,50,5,target,0
23,50,6,target,0
23,50,7,target,0
23,50,8,target,0
23,50,9,target,0
23,50,10,target,0
23,50,11,target,0
23,50,12,target,0
23,50,13,target,0
23,50,14,target,0
23,50,15,target,0
23,50,16,target,0
23,50,17,target,0
23,50,18,target,0
23,50,19,target,0
23,50,20,target,1
23,50,21,target,1
23,50,22,target,1
23,51,1,target,0
23,51,2,target,0
23,51,3,target,0
23,51,4,target,0
23,51,5,target,0
23,51,6,target,0
23,51,7,target,0
23,51,8,target,0
23,51,9,target,0
23,51,10,target,1
23,51,11,target,1
23,51,12,target,1
23,51,13,target,0
23,51,14,target,0
23,51,15,target,0
23,51,16,target,0
23,51,17,target,0
23,51,18,target,0
23,51,19,target,0
23,51,20,target,0
23,51,21,target,0
23,51,22,target,0
23,52,1,target,0
23,52,2,target,0
23,52,3,target,1
23,52,4,target,1
23,52,5,target,0
23,52,6,target,0
23,52,7,target,0
23,52,8,target,0
23,52,9,target,0
23,52,10,target,0
23,52,11,target,0
23,52,12,target,0
23,52,13,target,0
23,52,14,target,0
23,52,15,target,1
23,52,16,target,1
23,52,17,target,1
23,52,18,target,0
23,52,19,target,0
23,52,20,target,0
23,52,21,target,1
23,52,22,target,1
24,27,1,target,0
24,27,2,target,1
24,27,3,target,1
24,27,4,target,1
24,27,5,target,0
24,27,6,target,1
24,27,7,target,1
24,27,8,target,1
24,27,9,target,1
24,27,10,target,1
24,27,11,target,0
24,27,12,target,0
24,27,13,target,0
24,27,14,target,0
24,27,15,target,0
24,27,16,target,0
24,27,17,target,0
24,27,18,target,0
24,27,19,target,0
24,27,20,target,0
24,27,21,target,0
24,27,22,target,0
24,28,1,target,0
24,28,2,target,0
24,28,3,target,0
24,28,4,target,0
24,28,5,target,0
24,28,6,target,0
24,28,7,target,0
24,28,8,target,0
24,28,9,target,1
24,28,10,target,1
24,28,11,target,1
24,28,12,target,1
24,28,13,target,1
24,28,14,target,1
24,28,15,target,1
24,28,16,target,1
24,28,17,target,1
24,28,18,target,1
24,28,19,target,1
24,28,20,target,1
24,28,21,target,1
24,28,22,target,1
24,29,1,target,0
24,29,2,target,1
24,29,3,target,1
24,29,4,target,1
24,29,5,target,1
24,29,6,target,1
24,29,7,target,1
24,29,8,target,1
24,29,9,target,1
24,29,10,target,1
24,29,11,target,0
24,29,12,target,0
24,29,13,target,0
24,29,14,target,0
24,29,15,target,0
24,29,16,target,0
24,29,17,target,0
24,29,18,target,0
24,29,19,target,0
24,29,20,target,0
24,29,21,target,0
24,29,22,target,0
24,30,1,target,0
24,30,2,target,0
24,30,3,target,0
24,30,4,target,0
24,30,5,target,0
24,30,6,target,0
24,30,7,target,0
24,30,8,target,0
24,30,9,target,1
24,30,10,target,1
24,30,11,target,1
24,30,12,target,1
24,30,13,target,1
24,30,14,target,1
24,30,15,target,1
24,30,16,target,0
24,30,17,target,0
24,30,18,target,0
24,30,19,target,0
24,30,20,target,0
24,30,21,target,0
24,30,22,target,0
24,31,1,target,0
24,31,2,target,1
24,31,3,target,1
24,31,4,target,1
24,31,5,target,1
24,31,6,target,1
24,31,7,target,0
24,31,8,target,0
24,31,9,target,0
24,31,10,target,0
24,31,11,target,0
24,31,12,target,0
24,31,13,target,0
24,31,14,target,0
24,31,15,target,0
24,31,16,target,0
24,31,17,target,0
24,31,18,target,0
24,31,19,target,0
24,31,20,target,0
24,31,21,target,0
24,31,22,target,0
24,32,1,target,1
24,32,2,target,0
24,32,3,target,0
24,32,4,target,0
24,32,5,target,0
24,32,6,target,0
24,32,7,target,0
24,32,8,target,1
24,32,9,target,1
24,32,10,target,1
24,32,11,target,1
24,32,12,target,0
24,32,13,target,0
24,32,14,target,0
24,32,15,target,1
24,32,16,target,1
24,32,17,target,1
24,32,18,target,1
24,32,19,target,1
24,32,20,target,1
24,32,21,target,0
24,32,22,target,0
24,33,1,target,0
24,33,2,target,0
24,33,3,target,0
24,33,4,target,0
24,33,5,target,0
24,33,6,target,0
24,33,7,target,0
24,33,8,target,0
24,33,9,target,0
24,33,10,target,0
24,33,11,target,0
24,33,12,target,0
24,33,13,target,0
24,33,14,target,0
24,33,15,target,0
24,33,16,target,1
24,33,17,target,1
24,33,18,target,1
24,33,19,target,1
24,33,20,target,1
24,33,21,target,1
24,33,22,target,1
24,34,1,target,0
24,34,2,target,0
24,34,3,target,0
24,34,4,target,0
24,34,5,target,0
24,34,6,target,0
24,34,7,target,0
24,34,8,target,0
24,34,9,target,0
24,34,10,target,0
24,34,11,target,0
24,34,12,target,0
24,34,13,target,0
24,34,14,target,0
24,34,15,target,0
24,34,16,target,0
24,34,17,target,0
24,34,18,target,0
24,34,19,target,0
24,34,20,target,0
24,34,21,target,0
24,34,22,target,0
24,35,1,target,1
24,35,2,target,1
24,35,3,target,0
24,35,4,target,0
24,35,5,target,1
24,35,6,target,1
24,35,7,target,1
24,35,8,target,0
24,35,9,target,0
24,35,10,target,1
24,35,11,target,1
24,35,12,target,1
24,35,13,target,1
24,35,14,target,1
24,35,15,target,1
24,35,16,target,0
24,35,17,target,0
24,35,18,target,0
24,35,19,target,0
24,35,20,target,0
24,35,21,target,0
24,35,22,target,0
24,36,1,target,0
24,36,2,target,0
24,36,3,target,0
24,36,4,target,0
24,36,5,target,1
24,36,6,target,1
24,36,7,target,1
24,36,8,target,1
24,36,9,target,1
24,36,10,target,0
24,36,11,target,0
24,36,12,target,1
24,36,13,target,1
24,36,14,target,1
24,36,15,target,1
24,36,16,target,1
24,36,17,target,0
24,36,18,target,0
24,36,19,target,0
24,36,20,target,0
24,36,21,target,0
24,36,22,target,0
24,37,1,target,1
24,37,2,target,1
24,37,3,target,0
24,37,4,target,0
24,37,5,target,0
24,37,6,target,0
24,37,7,target,0
24,37,8,target,0
24,37,9,target,0
24,37,10,target,0
24,37,11,target,0
24,37,12,target,0
24,37,13,target,0
24,37,14,target,0
24,37,15,target,0
24,37,16,target,0
24,37,17,target,0
24,37,18,target,0
24,37,19,target,0
24,37,20,target,0
24,37,21,target,0
24,37,22,target,0
24,38,1,target,0
24,38,2,target,0
24,38,3,target,0
24,38,4,target,0
24,38,5,target,0
24,38,6,target,0
24,38,7,target,0
24,38,8,target,0
24,38,9,target,0
24,38,10,target,0
24,38,11,target,0
24,38,12,target,0
24,38,13,target,0
24,38,14,target,0
24,38,15,target,0
24,38,16,target,0
24,38,17,target,0
24,38,18,target,0
24,38,19,target,0
24,38,20,target,1
24,38,21,target,1
24,38,22,target,1
24,39,1,target,0
24,39,2,target,0
24,39,3,target,0
24,39,4,target,0
24,39,5,target,0
24,39,6,target,0
24,39,7,target,1
24,39,8,target,1
24,39,9,target,1
24,39,10,target,1
24,39,11,target,1
24,39,12,target,1
24,39,13,target,1
24,39,14,target,1
24,39,15,target,1
24,39,16,target,1
24,39,17,target,0
24,39,18,target,0
24,39,19,target,0
24,39,20,target,0
24,39,21,target,0
24,39,22,target,1
24,40,1,target,0
24,40,2,target,0
24,40,3,target,0
24,40,4,target,0
24,40,5,target,0
24,40,6,target,0
24,40,7,target,0
24,40,8,target,0
24,40,9,target,0
24,40,10,target,1
24,40,11,target,1
24,40,12,target,1
24,40,13,target,1
24,40,14,target,0
24,40,15,target,0
24,40,16,target,0
24,40,17,target,0
24,40,18,target,0
24,40,19,target,0
24,40,20,target,0
24,40,21,target,0
24,40,22,target,0
24,41,1,target,0
24,41,2,target,0
24,41,3,target,0
24,41,4,target,0
24,41,5,target,0
24,41,6,target,1
24,41,7,target,1
24,41,8,target,0
24,41,9,target,0
24,41,10,target,0
24,41,11,target,0
24,41,12,target,0
24,41,13,target,0
24,41,14,target,0
24,41,15,target,0
24,41,16,target,0
24,41,17,target,0
24,41,18,target,0
24,41,19,target,0
24,41,20,target,0
24,41,21,target,0
24,41,22,target,0
24,42,1,target,0
24,42,2,target,0
24,42,3,target,0
24,42,4,target,0
24,42,5,target,0
24,42,6,target,0
24,42,7,target,0
24,42,8,target,0
24,42,9,target,0
24,42,10,target,0
24,42,11,target,0
24,42,12,target,0
24,42,13,target,0
24,42,14,target,0
24,42,15,target,0
24,42,16,target,0
24,42,17,target,0
24,42,18,target,0
24,42,19,target,0
24,42,20,target,0
24,42,21,target,0
24,42,22,target,0
24,43,1,target,0
24,43,2,target,0
24,43,3,target,0
24,43,4,target,0
24,43,5,target,0
24,43,6,target,0
24,43,7,target,0
24,43,8,target,0
24,43,9,target,0
24,43,10,target,0
24,43,11,target,0
24,43,12,target,0
24,43,13,target,0
24,43,14,target,0
24,43,15,target,0
24,43,16,target,0
24,43,17,target,0
24,43,18,target,0
24,43,19,target,0
24,43,20,target,1
24,43,21,target,1
24,43,22,target,1
24,44,1,target,0
24,44,2,target,0
24,44,3,target,0
24,44,4,target,0
24,44,5,target,0
24,44,6,target,0
24,44,7,target,0
24,44,8,target,0
24,44,9,target,0
24,44,10,target,0
24,44,11,target,0
24,44,12,target,0
24,44,13,target,0
24,44,14,target,0
24,44,15,target,0
24,44,16,target,0
24,44,17,target,0
24,44,18,target,0
24,44,19,target,0
24,44,20,target,0
24,44,21,target,0
24,44,22,target,0
24,45,1,target,1
24,45,2,target,0
24,45,3,target,0
24,45,4,target,0
24,45,5,target,0
24,45,6,target,0
24,45,7,target,0
24,45,8,target,0
24,45,9,target,1
24,45,10,target,1
24,45,11,target,0
24,45,12,target,0
24,45,13,target,0
24,45,14,target,0
24,45,15,target,0
24,45,16,target,0
24,45,17,target,0
24,45,18,target,0
24,45,19,target,0
24,45,20,target,0
24,45,21,target,0
24,45,22,target,0
24,46,1,target,0
24,46,2,target,0
24,46,3,target,0
24,46,4,target,0
24,46,5,target,0
24,46,6,target,0
24,46,7,target,0
24,46,8,target,0
24,46,9,target,0
24,46,10,target,1
24,46,11,target,1
24,46,12,target,1
24,46,13,target,1
24,46,14,target,1
24,46,15,target,0
24,46,16,target,0
24,46,17,target,0
24,46,18,target,0
24,46,19,target,0
24,46,20,target,0
24,46,21,target,0
24,46,22,target,0
24,47,1,target,1
24,47,2,target,1
24,47,3,target,1
24,47,4,target,1
24,47,5,target,1
24,47,6,target,0
24,47,7,target,0
24,47,8,target,0
24,47,9,target,0
24,47,10,target,1
24,47,11,target,1
24,47,12,target,0
24,47,13,target,0
24,47,14,target,0
24,47,15,target,0
24,47,16,target,0
24,47,17,target,0
24,47,18,target,0
24,47,19,target,0
24,47,20,target,1
24,47,21,target,1
24,47,22,target,1
24,48,1,target,0
24,48,2,target,0
24,48,3,target,0
24,48,4,target,0
24,48,5,target,0
24,48,6,target,0
24,48,7,target,1
24,48,8,target,1
24,48,9,target,1
24,48,10,target,1
24,48,11,target,0
24,48,12,target,0
24,48,13,target,0
24,48,14,target,0
24,48,15,target,0
24,48,16,target,0
24,48,17,target,0
24,48,18,target,0
24,48,19,target,0
24,48,20,target,1
24,48,21,target,1
24,48,22,target,1
24,49,1,target,0
24,49,2,target,0
24,49,3,target,0
24,49,4,target,0
24,49,5,target,0
24,49,6,target,0
24,49,7,target,0
24,49,8,target,0
24,49,9,target,1
24,49,10,target,1
24,49,11,target,1
24,49,12,target,1
24,49,13,target,1
24,49,14,target,1
24,49,15,target,1
24,49,16,target,1
24,49,17,target,0
24,49,18,target,0
24,49,19,target,0
24,49,20,target,0
24,49,21,target,0
24,49,22,target,0
24,50,1,target,0
24,50,2,target,0
24,50,3,target,0
24,50,4,target,0
24,50,5,target,0
24,50,6,target,0
24,50,7,target,0
24,50,8,target,0
24,50,9,target,0
24,50,10,target,0
24,50,11,target,1
24,50,12,target,1
24,50,13,target,1
24,50,14,target,0
24,50,15,target,0
24,50,16,target,0
24,50,17,target,0
24,50,18,target,0
24,50,19,target,0
24,50,20,target,0
24,50,21,target,0
24,50,22,target,0
24,51,1,target,1
24,51,2,target,1
24,51,3,target,1
24,51,4,target,1
24,51,5,target,0
24,51,6,target,0
24,51,7,target,1
24,51,8,target,1
24,51,9,target,0
24,51,10,target,0
24,51,11,target,0
24,51,12,target,1
24,51,13,target,1
24,51,14,target,1
24,51,15,target,1
24,51,16,target,0
24,51,17,target,0
24,51,18,target,0
24,51,19,target,0
24,51,20,target,0
24,51,21,target,0
24,51,22,target,0
24,52,1,target,0
24,52,2,target,0
24,52,3,target,0
24,52,4,target,1
24,52,5,target,1
24,52,6,target,0
24,52,7,target,0
24,52,8,target,0
24,52,9,target,0
24,52,10,target,0
24,52,11,target,0
24,52,12,target,0
24,52,13,target,1
24,52,14,target,1
24,52,15,target,1
24,52,16,target,1
24,52,17,target,1
24,52,18,target,0
24,52,19,target,0
24,52,20,target,0
24,52,21,target,0
24,52,22,target,0
25,27,1,target,0
25,27,2,target,0
25,27,3,target,0
25,27,4,target,0
25,27,5,target,0
25,27,6,target,0
25,27,7,target,1
25,27,8,target,1
25,27,9,target,1
25,27,10,target,1
25,27,11,target,0
25,27,12,target,1
25,27,13,target,1
25,27,14,target,1
25,27,15,target,1
25,27,16,target,1
25,27,17,target,1
25,27,18,target,1
25,27,19,target,1
25,27,20,target,1
25,27,21,target,1
25,27,22,target,1
25,28,1,target,1
25,28,2,target,0
25,28,3,target,0
25,28,4,target,0
25,28,5,target,0
25,28,6,target,0
25,28,7,target,0
25,28,8,target,0
25,28,9,target,0
25,28,10,target,0
25,28,11,target,0
25,28,12,target,1
25,28,13,target,1
25,28,14,target,1
25,28,15,target,1
25,28,16,target,1
25,28,17,target,1
25,28,18,target,1
25,28,19,target,1
25,28,20,target,1
25,28,21,target,0
25,28,22,target,0
25,29,1,target,0
25,29,2,target,0
25,29,3,target,0
25,29,4,target,0
25,29,5,target,1
25,29,6,target,1
25,29,7,target,1
25,29,8,target,1
25,29,9,target,0
25,29,10,target,1
25,29,11,target,1
25,29,12,target,1
25,29,13,target,1
25,29,14,target,1
25,29,15,target,1
25,29,16,target,1
25,29,17,target,1
25,29,18,target,1
25,29,19,target,1
25,29,20,target,0
25,29,21,target,1
25,29,22,target,1
25,30,1,target,0
25,30,2,target,0
25,30,3,target,0
25,30,4,target,0
25,30,5,target,0
25,30,6,target,0
25,30,7,target,1
25,30,8,target,1
