subj,item,DV,CondA,CondB
8,72,3,A1,B2
8,73,1,A2,B2
8,74,1,A1,B2
8,75,1,A2,B2
8,76,1,A1,B2
8,77,2,A2,B2
8,78,0,A1,B2
8,79,2,A2,B2
8,80,1,A1,B2
9,1,1,A1,B2
9,2,1,A2,B2
9,3,2,A1,B2
9,4,2,A2,B2
9,5,2,A1,B2
9,6,1,A2,B2
9,7,4,A1,B2
9,8,2,A2,B2
9,9,1,A1,B2
9,10,10,A2,B2
9,11,2,A1,B2
9,12,1,A2,B2
9,13,1,A1,B2
9,14,1,A2,B2
9,15,2,A1,B2
9,16,2,A2,B2
9,17,0,A1,B2
9,18,1,A2,B2
9,19,1,A1,B2
9,20,2,A2,B2
9,21,1,A1,B2
9,22,3,A2,B2
9,23,2,A1,B2
9,24,1,A2,B2
9,25,2,A1,B2
9,26,2,A2,B2
9,27,1,A1,B2
9,28,2,A2,B2
9,29,2,A1,B2
9,30,2,A2,B2
9,31,3,A1,B2
9,32,2,A2,B2
9,33,0,A1,B2
9,34,1,A2,B2
9,35,1,A1,B2
9,36,2,A2,B2
9,37,1,A1,B2
9,38,2,A2,B2
9,39,1,A1,B2
9,40,3,A2,B2
9,41,2,A1,B2
9,42,3,A2,B2
9,43,1,A1,B2
9,44,2,A2,B2
9,45,1,A1,B2
9,46,1,A2,B2
9,47,2,A1,B2
9,48,0,A2,B2
9,49,4,A1,B2
9,50,1,A2,B2
9,51,1,A1,B2
9,52,1,A2,B2
9,53,1,A1,B2
9,54,1,A2,B2
9,55,1,A1,B2
9,56,2,A2,B2
9,57,1,A1,B2
9,58,0,A2,B2
9,59,0,A1,B2
9,60,1,A2,B2
9,61,1,A1,B2
9,62,2,A2,B2
9,63,1,A1,B2
9,64,5,A2,B2
9,65,1,A1,B2
9,66,3,A2,B2
9,67,3,A1,B2
9,68,2,A2,B2
9,69,1,A1,B2
9,70,1,A2,B2
9,71,1,A1,B2
9,72,1,A2,B2
9,73,2,A1,B2
9,74,2,A2,B2
9,75,0,A1,B2
9,76,1,A2,B2
9,77,2,A1,B2
9,78,1,A2,B2
9,79,1,A1,B2
9,80,2,A2,B2
10,1,1,A2,B2
10,2,1,A1,B2
10,3,1,A2,B2
10,4,2,A1,B2
10,5,2,A2,B2
10,6,1,A1,B2
10,7,2,A2,B2
10,8,2,A1,B2
10,9,4,A2,B2
10,10,3,A1,B2
10,11,4,A2,B2
10,12,1,A1,B2
10,13,1,A2,B2
10,14,4,A1,B2
10,15,2,A2,B2
10,16,1,A1,B2
10,17,1,A2,B2
10,18,4,A1,B2
10,19,2,A2,B2
10,20,1,A1,B2
10,21,2,A2,B2
10,22,5,A1,B2
10,23,1,A2,B2
10,24,2,A1,B2
10,25,2,A2,B2
10,26,2,A1,B2
10,27,1,A2,B2
10,28,1,A1,B2
10,29,2,A2,B2
10,30,3,A1,B2
10,31,2,A2,B2
10,32,2,A1,B2
10,33,1,A2,B2
10,34,1,A1,B2
10,35,1,A2,B2
10,36,1,A1,B2
10,37,1,A2,B2
10,38,2,A1,B2
10,39,1,A2,B2
10,40,4,A1,B2
10,41,2,A2,B2
10,42,2,A1,B2
10,43,1,A2,B2
10,44,2,A1,B2
10,45,1,A2,B2
10,46,1,A1,B2
10,47,3,A2,B2
10,48,1,A1,B2
10,49,4,A2,B2
10,50,1,A1,B2
10,51,1,A2,B2
10,52,2,A1,B2
10,53,3,A2,B2
10,54,1,A1,B2
10,55,1,A2,B2
10,56,2,A1,B2
10,57,3,A2,B2
10,58,1,A1,B2
10,59,1,A2,B2
10,60,1,A1,B2
10,61,2,A2,B2
10,62,1,A1,B2
10,63,1,A2,B2
10,64,3,A1,B2
10,65,2,A2,B2
10,66,3,A1,B2
10,67,5,A2,B2
10,68,2,A1,B2
10,69,2,A2,B2
10,70,1,A1,B2
10,71,1,A2,B2
10,72,2,A1,B2
10,73,2,A2,B2
10,74,4,A1,B2
10,75,3,A2,B2
10,76,1,A1,B2
10,77,2,A2,B2
10,78,2,A1,B2
10,79,1,A2,B2
10,80,4,A1,B2
